"_acl.*.r",_acl.*.w,_acl.9eF1W1pu4q.r,_acl.9eF1W1pu4q.w,_acl.FQ1Xe0d6Qd.r,_acl.FQ1Xe0d6Qd.w,_acl.SnQkkuL1NC.r,_acl.SnQkkuL1NC.w,_acl.rIJxILE6XL.r,_acl.rIJxILE6XL.w,_acl.t0egIyLR5z.r,_acl.t0egIyLR5z.w,_created_at,_id,_p_autor,_p_estudiante,_p_tipo,_rperm.0,_rperm.1,_updated_at,_wperm.0,_wperm.1,actionTaken,aprobado,descripcion,fechaEntrega,grupos.0.__type,grupos.0.className,grupos.0.objectId,grupos.1.__type,grupos.1.className,grupos.1.objectId,grupos.2.__type,grupos.2.className,grupos.2.objectId,grupos.3.__type,grupos.3.className,grupos.3.objectId,materia,titulo
"",,,,,,,,,,,,2016-11-03T21:11:57.130Z,LS5XSGNt6D,_User$2prODvgVi6,Estudiantes$piDqBUPNwr,tipoAnuncio$8RDIvLSSbA,,,2016-11-03T21:11:57.130Z,,,,true,"Buenas tardes!\nLa última semana siempre es mucho más tranquila en actividades, ya que varias  familias salen de vacaciones. No se preocupe. No hay problema. Y seguro que en el festival podrá participar.\nSaludos\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-28T16:17:51.182Z,LTYiUxN0ZY,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-05T19:33:10.514Z,,,,true,"LIBRO: Antes de escribir página 61 trazar el ejercicio como el ejemplo utilizando color diferente en cada renglón. \nLIBRETA: Español \nRealizar el ejercicio como el ejemplo utilizando lápiz.\nGracias por su apoyo.\nMiss Miriam ",2016-09-29T16:17:57.000Z,Pointer,grupo,dTbUGaumaH,Pointer,grupo,pSku5ZBZAv,,,,,,,Español,
"",,,,,,,,,,,,2016-10-06T16:31:48.162Z,LTgJSwVepf,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-17T00:03:24.076Z,,,,true,"HOMEWORK\nPapitos: Sus pequeños llevan una estrella en su mochila.\nPídanles por favor que les canten la canción de ""la estrellita"" \n""Twinkle, twinkle little star"" \nThank you! \nMiss Gaby y Miss Eva ",2016-10-07T16:31:49.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,64pgpsXXxk,,,,Inglés,
"",,,,,,,,,,,,2016-10-10T14:36:44.953Z,LTofrwspvk,_User$2prODvgVi6,Estudiantes$HCiAI0z8vv,tipoAnuncio$cVxa8V84VG,,,2016-10-10T14:36:44.953Z,,,,true,"¡Buenos días!\nEl viernes tuve que salir del colegio a las 3, por lo que ya no leí su mensaje. Si es posible, puede ir haciendo poco a poco las páginas que le faltan de tarea durante esta semana.\nQuedo a sus órdenes.\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-16T14:58:37.442Z,LUpHIEv4fG,_User$2prODvgVi6,Estudiantes$piDqBUPNwr,tipoAnuncio$cVxa8V84VG,,,2016-03-16T14:58:37.442Z,,,,true,"Una disculpa. Pensé que era la tarea de inglés. No hay problema de cualquier forma. Respecto al lunes 4, así está marcado en el calendario oficial de la SEP. Y es porque el lunes 21 es suspensión oficial de labores. Digamos que reponen ese día para completar los 10 días hábiles de vacaciones.\nBuen día.\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-02-02T23:49:53.120Z,LUxr6TuP0n,_User$v5pzpPhfQ0,Estudiantes$nyZFAmD0vT,tipoAnuncio$8RDIvLSSbA,,,2016-02-05T19:33:59.463Z,,,true,true,"Hola tengo dudas por qué me aparece cuando mi hermana recoge a mi sobrina Camila Emilian Torres Domínguez el acceso como Arely Domínguez torres mama de Juan Pablo Gómez Dominguez me pueden ayudar a verificarlo ??? ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-14T17:56:19.551Z,LVLJ5wzDkC,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-19T21:37:39.827Z,,,,true,Buenas tardes! \nSolo para informarles que  kínder 2 B hoy no lleva tarea.\nGracias.\nMiss Melba,2016-09-15T17:56:25.000Z,Pointer,grupo,YUlRLGut9k,,,,,,,,,,Inglés,
"",,,,,,,,,,,,2016-10-06T16:07:49.671Z,LaNSuvlZKp,_User$2prODvgVi6,Estudiantes$aFf8OAPEL0,tipoAnuncio$cVxa8V84VG,,,2016-10-06T16:07:49.671Z,,,,true,"Buenos días!\nEfectivamente acabo de checar las libretas y no iban fechadas. Le ofrecemos una disculpa. De cualquier forma, los niños saben que tarea le corresponde hacer ese día. Si no la hizo, no hay problema. Hoy tendrá que hacer doble.\nQuedo a órdenes.\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T19:58:24.906Z,LekadiSavc,_User$2prODvgVi6,Estudiantes$db7tZ1W4ad,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T19:58:24.906Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
true,,,,,,,,,,,,2015-11-09T23:04:35.876Z,LhT7traEFh,_User$aIw1yAVmjo,Estudiantes$db7tZ1W4ad,tipoAnuncio$knJCpPHggt,*,aIw1yAVmjo,2015-11-10T16:19:53.674Z,aIw1yAVmjo,,,true,me podrian regalar talla y peso del mes de noviembre.\nmuchas gracias y linda semana.,,,,,,,,,,,,,,General,me podrian regalar talla y peso del mes de noviembre.\nmuchas gracias y linda semana.
"",,,,,,,,,,,,2016-10-13T19:22:35.230Z,LjUTeqGF9E,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-27T02:25:47.140Z,,,,true,"HOMEWORK \nTraer por favor tres recortes de algunos juguetes. \nThank you! \nMiss Gaby y Miss Eva ",2016-10-14T19:22:38.000Z,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,,,,Inglés,
"",,,,,,,,,,,,2016-09-15T15:51:14.914Z,LksuY2mGjx,_User$2prODvgVi6,Estudiantes$FIr4iWfIFD,tipoAnuncio$8RDIvLSSbA,,,2016-09-15T15:51:14.914Z,,,,true,Muchas gracias. Se las daremos con gusto.\nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-20T17:00:01.946Z,Lr2Qr10GCp,_User$gpWo4EnuQj,Estudiantes$p6hzoxumov,tipoAnuncio$EYcnUHRbPH,,,2016-10-20T17:00:02.063Z,,,,true,"Le adjuntamos Carta de requisición o aclaración de pago. ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-01T22:01:10.729Z,Lr9xWV2bmc,_User$2prODvgVi6,Estudiantes$piDqBUPNwr,tipoAnuncio$8RDIvLSSbA,,,2016-11-01T22:01:10.729Z,,,,true,"Buenas tardes!\nSin asegurarlo, pensamos que sea el 8 y 9 de diciembre. Después de estos días, le confirmo que no.\nEn cuanto me den la fecha exacta, se lo hago saber.\nSaludos\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-03T16:35:40.409Z,LrBsiQ7hro,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-17T00:03:33.829Z,,,,true,"Buenos días Papitos: \nHOMEWORK página 14\n-Colorear de rojo las manzanas pequeñas y de verde las manzanas grandes. \nThank you! \nMiss Gaby y Miss Eva ",2016-10-04T16:35:46.000Z,Pointer,grupo,64pgpsXXxk,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,JUJC6JvxFz,,,,Inglés,
"",,,,,,,,,,,,2016-10-19T13:05:01.363Z,Ls9VxLxWdZ,_User$ejGVWvNmcL,Estudiantes$QmMkNQkziU,tipoAnuncio$8RDIvLSSbA,,,2016-10-19T13:27:52.206Z,,,true,true,"Vuenos días Miss Lala, \nMariJo no ira hoy al colegio ya que de nuevo esta enfermita de gripa, me pondré al corriente en sus tareas, seria tan gentil de informar a sus misses por favor?!\nGracias y que tenga un buen día! 🌸🌸\nSra. Olais \n\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-28T16:28:17.175Z,LsaeIgwZ5N,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-29T17:09:27.807Z,,,,true,"¡Buenos días!\n-Libro vamos a trazar página 16 ""El ratón"" \nTrazar varias veces el círculo del ratón, comienza en el ""x"" y sigue la dirección de la flecha. \nGracias.\nMiss Alexa y Miss Sandra ",2016-09-29T16:28:23.000Z,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,64pgpsXXxk,Pointer,grupo,8zoHGyLKb7,,,,Español,
"",,,,,,,,,,,,2016-11-07T16:37:27.501Z,Lu3mysBXhv,_User$2prODvgVi6,Estudiantes$NBllIwA3En,tipoAnuncio$8RDIvLSSbA,,,2016-11-07T16:37:27.501Z,,,,true,"Buenos días!\nMe es muy grato comentarles que estamos muy contentas de tener a Alexa como alumna del Colegio del Ángel.\nEn estos días se ha mostrado muy segura y estamos muy pendientes que poco a poco se vaya relacionando con sus compañeros.\nLes quiero presentar a la plantilla que estamos a cargo de todas las actividades que realizamos en la semana:\nLCC Ana Laura Monroy, Directora del Área de Preescolar.\nLEP Rocío Vázquez Cervantes, Subdirección técnico-pedagógica.\nLEP Alexa Lara Juan, docente titular de español\nLLI Gabriela Miranda Arizmendi, docente titular de inglés.\nMaricela Picazo Hernández, auxiliar.\nItzel Terrones y Juan José Bernaldez profesores de educación física.\nBenito González Mondragón, profesor de música.\nEste es el medio para comunicarnos durante la mañana. También vía telefónica, si es algo más urgente. Y por supuesto pueden pedir cita con nosotros para saber cómo va su pequeña en cuestiones académicas.\nLes enviamos el día de hoy unos formatos en la mochila que deben ser llenados. Hay que regresarlos lo más pronto posible.\nQuedo a sus órdenes y bienvenidos al Colegio del Ángel.\nAtentamente\nMiss Lala.",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-21T18:00:29.774Z,LxlMx56M6N,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-23T01:02:01.286Z,,,,true,LES OFREZCO UNA UNA DISCULPA ENORME. En la tarea de inglés no es la página 20. ES LA PÁGINA 10.\nMuchas gracias por su comprensión. Fue un error de dedo.\nSaludos\nMiss Lala,2016-09-22T18:00:33.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Inglés,
"",,,,,,,,,,,,2016-11-30T19:16:53.854Z,M1Eyhk2KYd,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-12T18:38:01.194Z,,,,true,"¡Buenas tardes papitos! \n-Manual de español página 72.\nUne con una línea cada imagen con la sílaba que corresponde: piñata, pulpo, Paloma, pelotazo y pozo.\n-Libreta: sigue el patrón. \nMiss Carmelita ",2016-12-01T19:16:59.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Español,
"",,,,,,,,,,,,2016-09-12T18:20:28.324Z,M27nPjjxuM,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-03T20:51:24.652Z,,,,true,Buenas tardes.\nLibro: Antes de escribir página 39.\nRealizar el ejercicio como en el ejemplo utilizando un color en cada línea.\nGracias.\nMiss Miriam.,2016-09-13T18:20:28.000Z,Pointer,grupo,dTbUGaumaH,Pointer,grupo,pSku5ZBZAv,,,,,,,Español,
"",,,,,,,,,,,,2016-11-18T18:44:19.878Z,M4sxOspr4V,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-12-07T22:52:25.744Z,,,,true,"¡Buenas tardes Papitos! \nLes enviamos un cordial saludo y al mismo tiempo les recordamos que este lunes 21 de noviembre habrá SUSPENSIÓN OFICIAL DE LABORES.\nGracias por su comprensión. \nCoordinación Preescolar ",,Pointer,grupo,dTbUGaumaH,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-03T16:55:53.636Z,M52PWXmrcq,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-11-07T23:07:14.345Z,,,,true,"Buenos días papitos de Kínder 2:\nLos saludo y les comento que hace aproximadamente un mes renunció por problemas de salud Marisol, su miss auxiliar. En su lugar, está con nosotros Miss Liz, quien ya había laborado en el colegio anteriormente. Estamos muy contentos con su desempeño y el trato que tiene con sus pequeños. Y habiendo transcurrido ya el periodo de prueba, les quiero hacer oficial  el anuncio de que ahora ella es la nueva Miss auxiliar de este grupo. \nCualquier duda o pregunta que tengan, estoy para servirles.\nMuchas gracias por su atención.\nLCC Ana Laura Monroy\n                                                                          Coordinación Preescolar\n",,Pointer,grupo,YUlRLGut9k,,,,,,,,,,General,
true,true,,,,,true,true,,,,,2016-10-17T13:44:42.534Z,MBGiZkXbeM,_User$SnQkkuL1NC,Estudiantes$g0bEXnk97K,tipoAnuncio$yut6Iiei6Q,*,SnQkkuL1NC,2016-10-17T15:04:11.020Z,*,SnQkkuL1NC,true,true,"buenos dias reportando a Emilio indispuesto del estómago.  gracias ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-12-01T19:06:29.436Z,MH1aZaBsV1,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-12T00:20:31.368Z,,,,true,"¡Buenas tardes Papitos! \n-Libro antes de escribir página 141.\nRealizar el ejercicio como en el ejemplo.\nSaludos.\nMiss Miriam ",2016-12-02T19:06:29.000Z,Pointer,grupo,pSku5ZBZAv,Pointer,grupo,dTbUGaumaH,,,,,,,Español,
"",,,,,,,,,,,,2016-03-08T20:02:33.050Z,MHBiu2FN1B,_User$2prODvgVi6,Estudiantes$zW76fIQViZ,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:02:33.050Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-20T13:31:23.792Z,MHPq089q8Z,_User$2prODvgVi6,Estudiantes$3Tz13rzL5i,tipoAnuncio$cVxa8V84VG,,,2016-10-20T13:31:23.792Z,,,,true,Buenos días!\nMuchas gracias por avisarnos. No hay problema. Que haga entre hoy y mañana su tarea de ayer.\nSaludos\nMiss Lala\n,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-04T21:27:24.171Z,MIHyQDP5sD,_User$2prODvgVi6,Estudiantes$KnZt2qmy1M,tipoAnuncio$8RDIvLSSbA,,,2016-11-04T21:27:24.171Z,,,,true,Buenas tardes!\nEl próximo lunes 7 de noviembre nos corresponde la ceremonia cívica. Les pido de favor apoyarnos mandando con Elisa unas botas para el frío.\nMuchas gracias por su apoyo\nMiss Miriam,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-14T17:24:12.893Z,MK2RQf6ZMf,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-03T21:02:29.718Z,,,,true,"Buenas tardes!\nManual de matemáticas página 5.\nColorea la línea curva empezando de arriba hacia abajo, respetando el tamaño de la hoja. Utiliza tu crayola azul.\nMuchas gracias.\nMiss Sandra y Miss Alexa",2016-09-15T17:24:19.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Español,
"",,,,,,,,,,,,2016-03-08T20:13:09.455Z,MKRVlqIsCD,_User$2prODvgVi6,Estudiantes$4hqjx4dhIB,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:13:09.455Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-28T16:13:22.068Z,MPggJDCkoi,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-03T18:01:40.551Z,,,,true,"HOMEWORK \n-Colorea las casas de acuerdo al color que se indica página 13. \nThank you! \nMiss Melba ",2016-09-29T16:13:28.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Inglés,
"",,,,,,,,,,,,2016-10-12T18:09:51.900Z,MUSzRmAfIe,_User$2prODvgVi6,Estudiantes$lhQopclBpK,tipoAnuncio$8RDIvLSSbA,,,2016-10-12T18:09:51.900Z,,,,true,"Buenas tardes.\nExtrañamos hoy a Marco en la ceremonia. Era uno de nuestros frailes.\nQue se mejore pronto. Si usted gusta, aquí está su tarea.\nSaludos \nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-05-18T00:52:45.989Z,MVFFe1fZd2,_User$ejNzOOZXM5,Estudiantes$TK51BVBFvj,tipoAnuncio$8RDIvLSSbA,,,2016-05-18T00:52:46.473Z,,,,true,"Quiero felicitar a Miss Gaby, Miss Angie, Miss Lala por la clase abierta a las que nos invitaron el día de hoy!! Es muy satisfactorio el ver cómo nuestra hija Isabella ha tenido un crecimiento académico muy notorio. De corazón muchas gracias y felicidades!!!\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-23T01:33:29.847Z,MemgahOAnZ,_User$qutwVYEujY,Estudiantes$bTGrkiHwRR,tipoAnuncio$8RDIvLSSbA,,,2016-11-23T14:09:45.752Z,,,true,true,Miss Lala carlos va regresar hasta el lunes por cuestiones de salud podrá ser posible que el jueves pase por sus útiles para ponerlo al corriente con tareas y trabajos que no va hacer en su ausencia \nGracias \n,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-14T17:29:35.392Z,MgRG8tvHrj,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-03T21:02:31.409Z,,,,true,Buenas tardes.\nPágina 7 del manual.\nPega papel de colore ojo en cada punto.\nGracias\nMiss Gaby y Miss Eva,2016-09-15T17:29:41.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Inglés,
"",,,,,,,,,,,,2016-09-22T16:17:18.422Z,MiGUa5pF2z,_User$2prODvgVi6,Estudiantes$yR7yzlu7r6,tipoAnuncio$8RDIvLSSbA,,,2016-09-22T16:17:18.422Z,,,,true,"No se preocupe. La esperamos en octubre. Por el momento les pedimos de favor reforzar a Angelito el respeto a sus compañeros y compañeras, ya que ayer le dio una nalgada a Elisa y la semana pasada por ahí lo descubrimos, entre juego y broma, tocando el pene a un compañero. No son actitudes comunes en  él, por lo que nos llamó mucho la atención.\nMuchas gracias de antemano y  quedo a sus órdenes.\nMiss Lala\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-22T18:07:23.110Z,MjrOdD3zQ1,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-12T18:39:21.726Z,,,,true,"HOMEWORK \n-Manual de tareas página 36.\nCompleta el patrón y colorea las figuras geométricas. \nThank you! \nMiss Melba ",2016-11-23T18:07:28.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Inglés,
"",,,,,,,,,,,,2016-08-25T15:16:26.922Z,MnMSBVWu3m,_User$2prODvgVi6,Estudiantes$KtbqtVEm0M,tipoAnuncio$8RDIvLSSbA,,,2016-08-25T15:16:26.922Z,,,,true,"Buenos días!\nLas clases de Educación Física son lunes y miércoles. Esos días s deben traer pants. Martes y jueves con uniforme y los viernes por comodidad yo les pido pants. \nPor otro lado, estamos checando el expediente de Emilia y nos hace falta la CURP de su papá. Ojalá pudieras enviarnos una lo más pronto posible. O si gustas dame el nombre completo y fecha de nacimiento y la buscamos aquí.\nQuedo a tus órdenes \nMiss Lala",,,,,,,,,,,,,,General,
true,true,,,,,true,true,,,,,2016-12-14T14:24:40.114Z,Mt6ECHcGor,_User$SnQkkuL1NC,Estudiantes$g0bEXnk97K,tipoAnuncio$cVxa8V84VG,*,SnQkkuL1NC,2016-12-14T17:31:53.285Z,*,SnQkkuL1NC,true,true,"Buenos días. solicitando orientación de Miss Azu, respecto a la palabra《 cuts》 Emilio la refiere como tijeras. es correcto? favor de indicarme, muchas gracias!\nAdriana",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-17T16:22:30.662Z,MviV9yj30f,_User$8iskVpWUdI,Estudiantes$22lw4r1Q0n,tipoAnuncio$8RDIvLSSbA,,,2016-11-17T16:22:30.662Z,,,,true,Mensaje de prueba para checar adjuntos,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-23T14:31:50.563Z,Mza9Z2XY92,_User$2prODvgVi6,Estudiantes$eyaHhdBWHF,tipoAnuncio$knJCpPHggt,,,2016-09-23T14:31:50.563Z,,,,true,Buenos días!\nGracias por avisarnos. Cuídenla mucho y que se mejore pronto.\nSaludos \nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-27T16:15:12.492Z,N04eZJZM8e,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-30T02:22:48.478Z,,,,true,"¡Buen día!\n-LIBRO antes de escribir página 59.\n-Trazar el ejercicio como el ejemplo, utilizando un color diferente en cada renglón. \nLIBRETA: Español\nRealizar el ejercicio como el ejemplo utilizando el color que se indica. \nGracias por su apoyo. \nMiss Miriam ",2016-09-28T16:15:15.000Z,Pointer,grupo,dTbUGaumaH,Pointer,grupo,pSku5ZBZAv,,,,,,,Español,
"",,,,,,,,,,,,2016-10-19T14:55:56.749Z,N3rNozlvTd,_User$2prODvgVi6,Estudiantes$HfnFXSY8R1,tipoAnuncio$8RDIvLSSbA,,,2016-10-19T14:55:56.749Z,,,,true,Buenos días!\nNi hablar. Ojalá se mejore pronto. Está mejor en casa para que se sienta bien.\nCuando guste le damos sus libros. Todo lleva sello de los días que ha faltado.\nQuedo a sus órdenes.\nMiss Lala,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-08-23T14:04:09.353Z,N4YomZrIk4,_User$nVtHgmPYQh,Estudiantes$22lw4r1Q0n,tipoAnuncio$8RDIvLSSbA,nVtHgmPYQh,*,2016-08-24T14:03:05.057Z,*,nVtHgmPYQh,true,true,muchas gracias a todos,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-08-30T14:45:24.344Z,N78Jcc4XSm,_User$Ut5t7ogCRa,Estudiantes$saa8d6OuVK,tipoAnuncio$8RDIvLSSbA,*,Ut5t7ogCRa,2016-08-30T16:04:35.900Z,*,Ut5t7ogCRa,true,true,"Miss Lala, este mensaje es para avisarle que  el día de hoy decidimos no llevar a Hector a la escuela, ya que por la noche y madrugada presentó diarrea. Esperamos que el día de mañana amanezca mejor . \nSaludos",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-05T16:13:37.181Z,NGeamwWwyc,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-08T06:22:06.314Z,,,,true,"Buenos días Papitos:\n-Manual de matemáticas página 14. \nRealiza el trazo de izquierda a derecha, utiliza crayola verde.\nSigue la dirección de la flecha. \nGracias.\nMiss Alexa y Miss Sandra ",2016-10-06T16:13:41.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Español,
"",,,,,,,,,,,,2016-08-08T16:19:33.367Z,NHBC0YDJwU,_User$2prODvgVi6,Estudiantes$22lw4r1Q0n,tipoAnuncio$X84nYuH45F,,,2016-08-08T16:19:33.367Z,,,,true,Hola. Buen día.,,,,,,,,,,,,,,General,
